"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","origin_binomial","age","vac_hes","child","news_opposite","new_region","new_back_normal","new_finance_plan"
"2862",2884,4,3,3,3,4,4,4,5,2,4,2,3,4,5,5,5,5,2,6,3,1,3,0,2,4,4,4,4,3,3,1,1,4,4,4,3,4,4,4,2,100,3,1,4,1,7,2,1,14,4,1,2,3,40,3.57142857142857,3.33333333333333,5,3.4,3.66666666666667,3.83333333333333,"Male","ug","natural",1,23,0,"no",6,"other","6to12months",3
"2863",2885,3,3,2,2,1,3,3,5,1,4,5,4,5,5,5,5,4,3,5,2,1,5,50,2,4,2,3,4,3,4,3,1,5,4,4,4,4,4,4,4,50,3,3,5,1,5,1,1,28,3,1,2,4,61,2.42857142857143,4,5,3,3.33333333333333,4,"Female","below_ug","not_sure",0,21,0,"no",6,"other","more12months",5
"2864",2886,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,6,3,2,4,5,4,60,2,3,2,2,2,2,2,2,2,4,4,4,2,4,1,4,1,25,1,1,4,5,28,2,1,2,4,1,1,3,60,1,4,2,4,2.16666666666667,3.16666666666667,"Male","ug","natural",1,44,1,"yes",2,"istanbul","6to12months",4
"2865",2887,4,4,4,4,3,4,3,4,3,4,3,3,4,5,5,5,4,3,3,4,1,2,50,3,4,4,4,4,4,4,2,1,4,4,3,3,4,2,4,3,75,1,3,5,1,6,1,1,55,3,1,2,3,40,3.71428571428571,3.5,5,3,4,3.33333333333333,"Female","below_ug","not_sure",0,22,1,"no",6,"other","more12months",2
"2866",2888,1,1,2,3,2,1,1,3,2,2,2,2,4,1,3,2,5,2,2,5,4,4,22,2,4,4,3,4,2,3,3,3,4,4,3,3,4,4,4,2,76,1,3,4,3,24,2,1,11,2,1,1,3,75,1.57142857142857,2.5,2,3.6,3.33333333333333,3.66666666666667,"Male","below_ug","not_sure",0,40,1,"yes",4,"other","6to12months",4
"2867",2889,2,2,2,2,2,2,2,3,4,3,4,2,3,4,4,4,3,2,4,3,2,4,60,1,3,3,1,4,3,3,3,3,4,4,3,4,4,4,4,4,57,3,3,5,1,28,1,1,15,4,2,1,3,28,2,3.16666666666667,4,2.8,2.83333333333333,3.83333333333333,"Female","ug","not_sure",0,44,0,"yes",6,"other","more12months",4
"2868",2890,3,2,4,2,2,3,2,4,2,4,3,3,5,4,5,4,3,6,4,1,2,7,88,2,4,4,1,4,2,4,1,1,5,4,2,4,4,1,3,2,100,1,1,5,4,2,2,1,3,3,1,2,3,55,2.57142857142857,3.5,4.33333333333333,3.2,3.16666666666667,3,"Male","below_ug","natural",1,18,1,"no",3,"ankara","more12months",0
"2869",2891,1,1,1,2,2,1,1,2,4,2,2,4,2,4,4,2,5,5,6,3,2,2,100,2,2,1,4,2,1,1,2,2,3,3,3,4,4,4,3,1,95,1,1,5,3,37,2,1,2,4,1,1,1,10,1.28571428571429,2.66666666666667,3.33333333333333,4.2,1.83333333333333,3.5,"Male","ug","natural",1,53,1,"yes",4,"istanbul","more12months",2
"2870",2892,3,2,3,1,2,4,2,1,2,3,3,1,1,4,4,5,3,3,6,1,4,7,72,2,4,2,4,3,2,2,3,2,3,3,2,4,4,4,3,2,76,3,3,3,5,17,2,1,2,3,1,1,3,81,2.42857142857143,1.83333333333333,4.33333333333333,3.4,2.83333333333333,3.33333333333333,"Male","below_ug","not_sure",0,33,0,"yes",2,"istanbul","less6months",0
"2871",2893,2,1,2,2,2,2,1,4,2,4,3,4,5,2,3,3,3,4,4,2,3,2,20,2,4,2,2,4,1,2,3,2,4,4,1,4,4,1,4,1,25,1,3,5,3,3,1,1,2,3,1,2,3,30,1.71428571428571,3.66666666666667,2.66666666666667,3.2,2.5,3,"Female","below_ug","not_sure",0,19,1,"no",4,"istanbul","more12months",2
"2872",2894,3,1,1,3,2,4,1,3,4,2,3,4,3,1,4,4,3,4,4,2,2,7,50,2,3,1,1,4,2,4,3,2,3,3,1,3,3,1,2,1,53,3,3,3,4,6,2,1,3,3,1,2,3,48,2.14285714285714,3.16666666666667,3,3,2.5,2.16666666666667,"Male","below_ug","not_sure",0,22,0,"no",3,"ankara","less6months",0
"2873",2895,2,1,1,2,1,2,2,4,3,4,3,3,4,1,3,3,1,2,3,3,2,6,75,2,4,2,4,4,2,3,3,1,3,2,1,2,4,1,2,1,45,1,3,5,5,9,1,1,28,4,1,2,3,30,1.57142857142857,3.5,2.33333333333333,2.2,3.16666666666667,2,"Female","ug","not_sure",0,25,1,"no",2,"other","more12months",6
"2874",2896,2,3,3,2,2,3,1,5,3,5,3,5,5,4,4,4,2,2,2,2,2,4,81,2,3,1,3,4,2,1,2,1,4,2,4,2,4,4,4,2,85,3,2,5,6,15,1,1,15,5,1,2,3,60,2.28571428571429,4.33333333333333,4,2,2.33333333333333,3.33333333333333,"Female","pg","artificial",0,31,0,"no",1,"other","more12months",4
"2875",2897,3,3,3,3,2,3,1,2,2,2,2,2,3,4,4,4,3,2,5,2,2,2,60,2,1,1,3,1,2,3,3,1,4,1,3,3,2,4,3,3,35,2,1,0,4,8,1,1,4,4,1,2,3,30,2.57142857142857,2.16666666666667,4,2.8,1.83333333333333,2.66666666666667,"Female","ug","natural",1,24,0,"no",3,"izmir","other",2
"2876",2898,4,4,4,3,3,4,3,4,2,4,2,3,4,4,5,4,4,3,2,3,2,2,60,2,4,3,4,4,4,4,1,1,5,3,3,4,4,2,4,2,50,3,3,4,5,5,1,1,53,3,1,2,3,41,3.57142857142857,3.16666666666667,4.33333333333333,2.8,3.83333333333333,3.33333333333333,"Female","below_ug","not_sure",0,21,0,"no",2,"other","6to12months",2
"2877",2899,2,2,2,2,2,2,2,1,1,1,5,4,4,1,4,4,4,2,3,4,2,3,50,2,1,1,1,1,3,2,4,1,3,4,4,4,4,4,4,4,55,1,1,5,1,20,1,1,4,5,1,1,3,20,2,2.66666666666667,3,3,1.5,4,"Female","pg","natural",1,36,1,"yes",6,"izmir","more12months",3
"2878",2900,3,2,3,3,1,2,1,4,3,3,3,3,4,4,5,3,4,4,4,2,2,4,12,2,3,2,3,3,2,2,2,2,5,4,3,4,4,3,4,1,11,1,1,5,4,4,1,1,2,3,1,2,3,14,2.14285714285714,3.33333333333333,4,3.2,2.5,3.66666666666667,"Female","below_ug","natural",1,20,1,"no",3,"istanbul","more12months",4
"2879",2901,2,1,2,2,1,2,2,5,4,5,5,5,3,4,5,3,5,1,6,6,1,5,100,2,4,1,1,1,1,1,1,2,4,4,3,3,4,3,4,2,49,1,3,5,1,36,2,1,2,4,1,1,3,53,1.71428571428571,4.5,4,3.8,1.5,3.5,"Male","ug","not_sure",0,52,1,"yes",6,"istanbul","more12months",5
"2880",2902,2,1,2,2,2,1,1,2,3,2,3,4,2,4,4,4,3,5,6,5,3,4,0,2,4,2,2,3,2,3,2,1,4,4,4,4,4,4,4,2,66,1,1,5,3,25,2,1,11,4,1,2,3,5,1.57142857142857,2.66666666666667,4,4.4,2.66666666666667,4,"Male","ug","natural",1,41,1,"no",4,"other","more12months",4
"2881",2903,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,2,5,3,3,3,3,2,76,2,3,3,4,3,3,3,3,2,3,3,3,3,4,4,3,3,87,1,1,3,2,27,2,1,3,4,1,1,3,31,1.85714285714286,4,3.33333333333333,3.4,3.16666666666667,3.33333333333333,"Male","ug","natural",1,43,1,"yes",5,"ankara","less6months",2
"2882",2904,4,2,3,2,3,4,3,3,3,3,3,4,5,4,4,3,3,2,3,3,2,2,57,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,44,1,2,3,5,15,2,1,5,4,1,2,3,20,3,3.5,3.66666666666667,2.6,3.83333333333333,4,"Male","ug","artificial",0,31,1,"no",2,"other","less6months",2
"2883",2905,2,1,1,2,2,2,1,4,1,5,5,5,4,1,5,1,4,3,5,3,1,2,18,2,4,1,3,4,2,3,1,1,4,4,3,3,4,3,4,3,70,3,2,5,4,10,1,1,24,4,1,2,3,73,1.57142857142857,4,2.33333333333333,3.2,2.83333333333333,3.5,"Female","ug","artificial",0,26,0,"no",3,"other","more12months",2
"2884",2906,2,2,2,2,1,1,1,3,4,3,3,2,4,2,1,2,6,3,6,4,4,1,56,2,3,1,4,4,1,3,1,2,4,4,4,4,4,2,4,3,30,1,1,5,2,11,1,1,2,4,1,2,3,30,1.57142857142857,3.16666666666667,1.66666666666667,4.6,2.66666666666667,3.66666666666667,"Female","ug","natural",1,27,1,"no",5,"istanbul","more12months",1
"2885",2907,1,1,2,1,2,1,2,2,4,2,2,2,2,3,5,3,4,3,3,3,2,7,40,2,3,2,2,4,3,3,2,1,3,4,4,4,4,2,4,2,90,1,1,5,4,14,1,1,3,4,1,2,3,60,1.42857142857143,2.33333333333333,3.66666666666667,3,2.83333333333333,3.66666666666667,"Female","ug","natural",1,30,1,"no",3,"ankara","more12months",0
"2886",2908,3,2,2,2,2,3,2,3,2,3,3,3,3,4,4,3,2,2,2,2,2,3,70,2,2,2,1,4,3,4,2,2,3,4,4,4,4,4,4,2,50,1,1,5,3,16,1,1,2,4,6,2,3,80,2.28571428571429,2.83333333333333,3.66666666666667,2,2.66666666666667,4,"Female","ug","natural",1,32,1,"no",4,"istanbul","more12months",3
"2887",2909,2,1,2,2,1,1,1,3,3,3,2,3,2,3,3,2,4,3,4,4,4,4,50,2,3,2,3,1,2,2,2,2,4,3,3,3,3,3,1,1,20,1,1,0,3,31,2,1,4,4,1,1,3,60,1.42857142857143,2.66666666666667,2.66666666666667,3.8,2.16666666666667,2.66666666666667,"Male","ug","natural",1,47,1,"yes",4,"izmir","other",4
"2888",2910,4,2,3,3,1,4,1,4,5,4,4,4,4,4,5,5,5,6,5,6,2,4,35,2,4,4,2,4,3,4,1,1,4,3,3,3,4,4,4,2,70,3,1,5,5,15,1,1,2,4,1,2,3,40,2.57142857142857,4.16666666666667,4.66666666666667,4.8,3.5,3.5,"Female","ug","natural",1,31,0,"no",2,"istanbul","more12months",4
"2889",2911,1,1,1,1,1,1,1,3,4,3,5,3,3,2,5,5,2,3,2,3,2,1,61,1,3,3,2,4,1,1,3,1,3,4,3,3,4,2,3,1,22,2,1,3,3,6,2,1,74,3,1,2,2,15,1,3.5,4,2.4,2.33333333333333,3.16666666666667,"Male","below_ug","natural",1,22,0,"no",4,"other","less6months",1
"2890",2912,2,1,1,2,1,2,2,4,4,3,3,4,4,4,4,2,2,2,3,3,2,2,90,1,4,3,3,3,2,3,2,2,4,4,4,4,4,4,4,4,70,1,1,5,2,28,1,1,2,4,1,2,3,20,1.57142857142857,3.66666666666667,3.33333333333333,2.4,3,4,"Female","ug","natural",1,44,1,"no",5,"istanbul","more12months",2
"2891",2913,2,1,1,1,1,2,2,3,2,2,4,5,4,2,4,1,6,5,6,6,5,4,49,2,4,4,4,4,2,4,3,2,5,4,4,4,4,4,4,2,100,3,3,5,4,23,1,1,2,4,1,2,1,52,1.42857142857143,3.33333333333333,2.33333333333333,5.6,3.66666666666667,4,"Female","ug","not_sure",0,39,0,"no",3,"istanbul","more12months",4
"2892",2914,2,1,4,3,2,2,3,4,4,3,5,4,5,3,3,1,5,6,2,5,4,6,85,2,2,2,2,2,3,1,1,1,2,3,2,3,3,2,3,2,71,3,1,5,3,8,2,1,10,5,1,2,3,23,2.42857142857143,4.16666666666667,2.33333333333333,4.4,2,2.66666666666667,"Male","pg","natural",1,24,0,"no",4,"other","more12months",6
"2893",2915,2,3,3,2,2,2,2,2,3,2,2,2,2,4,3,4,3,4,5,3,2,2,30,2,3,3,4,3,3,4,2,3,3,4,3,4,4,2,3,3,50,1,3,5,5,3,2,1,3,3,1,2,3,60,2.28571428571429,2.16666666666667,3.66666666666667,3.4,3.33333333333333,3.33333333333333,"Male","below_ug","not_sure",0,19,1,"no",2,"ankara","more12months",2
"2894",2916,4,4,4,4,2,4,4,4,2,3,4,4,4,5,5,5,2,3,3,1,1,2,36,1,4,3,4,2,4,4,1,2,3,4,3,4,4,4,4,1,10,1,2,3,2,2,1,1,2,3,1,2,3,36,3.71428571428571,3.5,5,2,3.5,3.83333333333333,"Female","below_ug","artificial",0,18,1,"no",5,"istanbul","less6months",2
"2895",2917,2,4,3,4,2,2,3,5,2,3,3,4,5,5,5,3,4,5,5,4,2,4,65,2,4,4,4,4,3,4,2,2,4,4,3,4,4,4,3,3,93,3,3,5,1,21,2,1,15,4,1,2,3,74,2.85714285714286,3.66666666666667,4.33333333333333,4,3.83333333333333,3.66666666666667,"Male","ug","not_sure",0,37,0,"no",6,"other","more12months",4
"2896",2918,3,1,4,2,3,4,1,5,5,4,4,4,5,4,5,5,2,2,3,3,2,6,66,2,4,3,4,4,2,2,2,1,4,2,2,4,4,1,2,2,15,1,1,4,5,22,2,1,24,5,1,1,3,80,2.57142857142857,4.5,4.66666666666667,2.4,3.16666666666667,2.5,"Male","pg","natural",1,38,1,"yes",2,"other","6to12months",6
"2897",2919,1,2,2,1,1,1,1,4,3,4,4,4,3,3,4,2,5,3,3,4,2,5,62,3,4,2,3,4,2,1,3,2,5,4,3,3,3,4,4,4,20,3,3,2,4,4,1,1,4,3,1,2,3,55,1.28571428571429,3.66666666666667,3,3.4,2.66666666666667,3.5,"Female","below_ug","not_sure",0,20,0,"no",3,"izmir","less6months",5
"2898",2920,2,1,2,2,1,2,2,2,2,2,1,3,2,5,4,3,6,3,6,4,5,2,7,1,2,4,2,2,2,2,2,2,3,4,4,4,3,4,4,1,63,1,3,5,2,32,2,1,17,4,1,1,3,65,1.71428571428571,2,4,4.8,2.33333333333333,3.83333333333333,"Male","ug","not_sure",0,48,1,"yes",5,"other","more12months",2
"2899",2921,2,2,2,3,1,2,3,3,2,2,3,4,4,5,4,4,3,3,5,2,2,4,0,2,4,4,4,4,4,4,1,1,3,4,4,4,4,4,4,4,100,1,1,4,3,9,2,1,79,4,2,2,3,0,2.14285714285714,3,4.33333333333333,3,4,4,"Male","ug","natural",1,25,1,"no",4,"other","6to12months",4
"2900",2922,4,4,4,4,2,4,2,5,4,5,3,3,4,5,5,4,3,2,3,1,2,4,75,2,2,4,4,2,4,4,3,2,5,4,3,4,4,4,4,4,51,1,3,3,1,6,1,1,36,3,1,2,3,13,3.42857142857143,4,4.66666666666667,2.2,3.33333333333333,3.83333333333333,"Female","below_ug","not_sure",0,22,1,"no",6,"other","less6months",4
"2901",2923,3,2,2,2,2,3,2,2,2,2,3,3,3,4,5,5,4,2,5,2,2,2,81,2,2,2,4,2,3,2,2,2,3,1,2,1,2,2,1,1,6,3,1,5,3,31,2,1,2,4,1,1,3,50,2.28571428571429,2.5,4.66666666666667,3,2.5,1.5,"Male","ug","natural",1,47,0,"yes",4,"istanbul","more12months",2
"2902",2924,2,4,2,2,2,2,4,3,3,4,3,3,4,4,4,2,4,2,5,5,3,2,62,2,2,2,2,2,3,2,2,3,3,4,4,4,4,4,4,3,54,3,3,4,6,20,1,1,2,5,1,2,3,70,2.57142857142857,3.33333333333333,3.33333333333333,3.8,2.16666666666667,4,"Female","pg","not_sure",0,36,0,"no",1,"istanbul","6to12months",2
"2903",2925,2,1,1,1,1,4,1,4,4,4,2,3,4,2,1,4,3,4,3,3,3,7,41,1,1,2,1,4,1,1,4,3,5,3,2,3,4,2,3,1,50,1,2,3,4,2,1,1,53,2,1,2,3,60,1.57142857142857,3.5,2.33333333333333,3.2,1.66666666666667,2.83333333333333,"Female","below_ug","artificial",0,18,1,"no",3,"other","less6months",0
"2904",2926,3,3,3,3,3,3,3,4,2,3,4,4,5,5,5,4,4,5,3,3,3,3,100,2,4,3,3,3,3,3,3,2,4,4,3,4,4,4,4,3,49,3,1,5,2,20,1,1,40,5,1,1,3,97,3,3.66666666666667,4.66666666666667,3.6,3.16666666666667,3.83333333333333,"Female","pg","natural",1,36,0,"yes",5,"other","more12months",3
"2905",2927,4,4,4,4,2,4,4,5,4,5,4,5,5,5,5,1,3,3,2,2,2,2,80,1,4,4,3,4,4,4,2,2,5,4,2,1,4,1,2,3,70,1,1,0,2,22,1,1,24,4,1,1,3,10,3.71428571428571,4.66666666666667,3.66666666666667,2.4,3.83333333333333,2.33333333333333,"Female","ug","natural",1,38,1,"yes",5,"other","other",2
"2906",2928,3,2,3,4,4,4,3,5,5,4,4,4,4,4,5,3,5,5,3,2,1,5,80,2,4,1,4,4,1,2,3,2,4,4,4,4,4,4,4,2,10,1,1,4,4,3,2,1,2,3,1,2,3,40,3.28571428571429,4.33333333333333,4,3.2,2.66666666666667,4,"Male","below_ug","natural",1,19,1,"no",3,"istanbul","6to12months",5
"2907",2929,2,1,2,1,2,2,1,5,4,5,5,4,4,3,2,3,5,3,3,3,3,7,83,2,1,2,2,1,1,2,2,2,4,4,4,4,4,4,4,4,40,1,1,5,2,34,1,1,2,5,1,1,3,75,1.57142857142857,4.5,2.66666666666667,3.4,1.5,4,"Female","pg","natural",1,50,1,"yes",5,"istanbul","more12months",0
"2908",2930,2,1,2,1,1,2,1,3,4,2,4,4,5,5,5,5,2,4,3,3,1,1,65,2,3,2,3,1,2,3,3,3,3,3,1,1,4,1,1,1,50,1,1,5,3,7,1,1,15,3,1,2,3,100,1.42857142857143,3.66666666666667,5,2.6,2.33333333333333,1.83333333333333,"Female","below_ug","natural",1,23,1,"no",4,"other","more12months",1
"2909",2931,2,2,2,2,2,2,2,2,3,2,2,4,3,3,4,3,3,3,3,2,3,1,50,1,4,4,3,3,3,3,3,2,4,4,4,4,4,4,4,2,60,1,3,2,4,7,2,1,74,3,1,2,3,35,2,2.66666666666667,3.33333333333333,2.8,3.33333333333333,4,"Male","below_ug","not_sure",0,23,1,"no",3,"other","less6months",1
"2910",2932,3,1,3,2,1,2,1,3,3,4,3,3,5,3,4,5,3,4,3,1,1,2,18,3,4,2,4,3,3,4,3,2,4,4,2,4,4,1,4,1,50,1,1,5,4,9,2,1,2,4,1,2,3,35,1.85714285714286,3.5,4,2.4,3.33333333333333,3.16666666666667,"Male","ug","natural",1,25,1,"no",3,"istanbul","more12months",2
"2911",2933,2,1,2,1,1,1,1,4,4,4,4,4,5,4,4,4,3,2,4,3,2,4,77,1,4,3,4,3,3,4,1,1,5,4,3,4,4,4,4,2,54,3,2,5,2,25,1,1,4,4,1,1,3,0,1.28571428571429,4.16666666666667,4,2.8,3.5,3.83333333333333,"Female","ug","artificial",0,41,0,"yes",5,"izmir","more12months",4
"2912",2934,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,1,4,4,5,5,3,3,92,2,2,1,3,2,1,1,2,1,2,4,4,3,4,2,3,2,84,3,3,2,5,18,1,1,4,5,1,2,3,90,1,2.5,2.66666666666667,4.2,1.66666666666667,3.33333333333333,"Female","pg","not_sure",0,34,0,"no",2,"izmir","less6months",3
"2913",2935,2,3,4,3,2,1,4,3,2,5,3,3,3,4,5,5,3,2,3,2,1,2,0,2,3,3,4,4,3,3,3,2,5,4,4,4,4,4,4,2,57,1,1,5,4,12,1,1,29,4,1,2,1,36,2.71428571428571,3.16666666666667,4.66666666666667,2.2,3.33333333333333,4,"Female","ug","natural",1,28,1,"no",3,"other","more12months",2
"2914",2936,2,2,3,4,3,1,2,5,4,5,4,4,4,5,5,4,4,2,3,5,2,5,60,2,4,4,4,4,3,4,2,2,5,4,4,4,4,4,4,2,90,3,1,5,4,22,1,1,2,5,1,1,3,65,2.42857142857143,4.33333333333333,4.66666666666667,3.2,3.83333333333333,4,"Female","pg","natural",1,38,0,"yes",3,"istanbul","more12months",5
"2915",2938,1,2,1,1,1,1,1,2,2,2,2,3,3,2,2,2,4,6,4,3,5,7,90,2,2,2,2,2,1,2,3,2,3,4,4,4,4,4,4,3,25,1,1,4,1,37,1,1,3,4,1,1,3,90,1.14285714285714,2.33333333333333,2,4.4,1.83333333333333,4,"Female","ug","natural",1,53,1,"yes",6,"ankara","6to12months",0
"2916",2939,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,4,2,52,2,3,2,2,2,3,4,2,2,4,4,3,4,4,3,4,2,42,1,1,4,2,16,1,1,2,4,1,2,3,52,2.28571428571429,2.16666666666667,2,2.8,2.66666666666667,3.66666666666667,"Female","ug","natural",1,32,1,"no",5,"istanbul","6to12months",2
"2917",2940,4,2,2,4,1,2,1,4,2,5,1,4,5,4,5,2,4,4,2,4,3,4,50,2,4,2,4,4,3,2,3,1,3,4,3,4,4,4,4,3,30,1,3,5,1,19,2,1,2,5,1,1,3,85,2.28571428571429,3.5,3.66666666666667,3.4,3.16666666666667,3.83333333333333,"Male","pg","not_sure",0,35,1,"yes",6,"istanbul","more12months",4
"2918",2941,2,2,3,4,2,3,3,4,3,4,3,4,4,5,5,4,3,3,3,2,2,7,0,2,4,4,4,4,4,4,3,2,5,4,4,4,4,4,4,1,50,1,3,0,4,4,1,1,29,3,1,2,3,40,2.71428571428571,3.66666666666667,4.66666666666667,2.6,4,4,"Female","below_ug","not_sure",0,20,1,"no",3,"other","other",0
"2919",2942,2,1,1,2,1,2,1,4,5,2,3,4,4,2,3,3,3,4,5,3,3,4,72,2,3,3,3,3,2,3,2,3,5,4,4,4,4,4,4,2,60,1,1,4,5,24,1,1,11,4,1,1,3,47,1.42857142857143,3.66666666666667,2.66666666666667,3.6,2.83333333333333,4,"Female","ug","natural",1,40,1,"yes",2,"other","6to12months",4
"2920",2943,2,1,2,3,2,2,2,3,4,3,2,2,3,2,4,4,5,5,5,5,5,2,70,2,4,3,4,4,4,4,3,1,5,4,4,4,4,4,4,3,60,3,2,5,3,18,1,1,2,4,1,2,3,75,2,2.83333333333333,3.33333333333333,5,3.83333333333333,4,"Female","ug","artificial",0,34,0,"no",4,"istanbul","more12months",2
"2921",2944,1,1,1,1,1,2,1,2,5,2,4,1,5,1,2,2,6,6,5,6,5,2,100,2,3,2,3,1,1,1,1,1,3,4,2,2,3,2,3,2,5,3,2,4,4,33,2,1,2,5,1,1,3,91,1.14285714285714,3.16666666666667,1.66666666666667,5.6,1.83333333333333,2.66666666666667,"Male","pg","artificial",0,49,0,"yes",3,"istanbul","6to12months",2
"2922",2945,2,1,2,3,1,2,2,2,3,3,3,3,4,3,4,4,4,4,6,3,2,2,79,2,3,2,4,3,2,3,2,1,3,1,2,3,4,4,2,1,40,3,1,5,4,9,1,1,2,5,1,2,3,0,1.85714285714286,3,3.66666666666667,3.8,2.83333333333333,2.66666666666667,"Female","pg","natural",1,25,0,"no",3,"istanbul","more12months",2
"2923",2946,1,1,1,1,1,1,1,4,4,4,4,4,4,2,1,2,5,5,4,3,3,5,80,2,3,2,2,3,1,3,2,3,3,3,3,2,4,1,4,2,50,1,1,5,3,25,2,1,2,5,1,1,3,80,1,4,1.66666666666667,4,2.33333333333333,2.83333333333333,"Male","pg","natural",1,41,1,"yes",4,"istanbul","more12months",5
"2924",2947,4,3,4,4,3,4,2,3,2,3,4,4,4,4,3,4,3,2,1,2,1,2,28,2,4,1,4,4,2,3,2,2,3,3,2,3,4,2,3,2,75,1,1,5,3,10,1,1,14,5,1,2,3,12,3.42857142857143,3.33333333333333,3.66666666666667,1.8,3,2.83333333333333,"Female","pg","natural",1,26,1,"no",4,"other","more12months",2
"2925",2948,2,2,2,2,3,2,2,4,2,2,4,4,4,2,4,1,6,3,3,3,3,2,80,1,4,3,3,4,2,3,3,2,3,4,3,3,4,4,3,3,50,1,2,5,2,17,1,1,2,4,1,2,3,50,2.14285714285714,3.33333333333333,2.33333333333333,3.6,3.16666666666667,3.5,"Female","ug","artificial",0,33,1,"no",5,"istanbul","more12months",2
"2926",2949,2,1,2,2,1,1,2,5,4,3,4,4,4,3,4,2,5,5,4,5,3,5,17,2,3,2,4,3,3,3,2,2,4,3,3,2,4,2,3,2,50,1,1,3,2,15,2,1,2,4,1,2,3,86,1.57142857142857,4,3,4.4,3,2.83333333333333,"Male","ug","natural",1,31,1,"no",5,"istanbul","less6months",5
"2927",2950,2,2,2,3,2,1,1,4,3,3,4,4,4,4,4,4,3,2,5,3,2,5,50,3,4,2,2,4,2,3,2,1,3,4,3,2,4,4,4,1,15,3,1,5,3,22,1,1,2,4,1,2,3,100,1.85714285714286,3.66666666666667,4,3,2.83333333333333,3.5,"Female","ug","natural",1,38,0,"no",4,"istanbul","more12months",5
"2928",2951,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,3,3,5,3,4,2,77,2,3,2,3,4,2,3,2,1,3,4,3,4,4,4,4,2,50,1,2,0,5,24,1,1,2,4,1,1,3,80,1,1.83333333333333,1.66666666666667,3.6,2.83333333333333,3.83333333333333,"Female","ug","artificial",0,40,1,"yes",2,"istanbul","other",2
"2929",2952,2,1,2,2,1,1,2,5,3,5,3,3,4,3,3,1,6,6,6,6,3,2,75,2,4,3,4,4,2,3,3,3,4,4,3,2,4,4,4,3,50,1,3,5,2,25,2,1,2,4,1,2,1,70,1.57142857142857,3.83333333333333,2.33333333333333,5.4,3.33333333333333,3.5,"Male","ug","not_sure",0,41,1,"no",5,"istanbul","more12months",2
"2930",2953,3,3,3,4,2,3,2,4,2,4,3,3,5,5,5,5,3,4,4,3,1,3,60,2,4,3,4,3,3,3,2,3,3,4,2,4,4,3,4,2,50,1,3,3,4,8,1,1,81,3,1,2,3,51,2.85714285714286,3.5,5,3,3.33333333333333,3.5,"Female","below_ug","not_sure",0,24,1,"no",3,"other","less6months",3
"2931",2954,2,3,2,3,2,2,2,5,3,4,3,5,4,4,4,2,6,6,4,2,2,5,50,2,3,2,3,3,1,2,2,3,4,3,4,4,4,2,4,3,50,1,3,4,5,5,2,1,2,3,1,2,4,45,2.28571428571429,4,3.33333333333333,4,2.33333333333333,3.5,"Male","below_ug","not_sure",0,21,1,"no",2,"istanbul","6to12months",5
"2932",2955,2,1,2,2,1,2,2,4,5,4,4,3,4,2,2,1,6,6,2,5,4,5,100,2,4,3,1,3,2,4,1,1,4,4,4,3,4,4,4,2,80,1,1,4,3,22,2,1,2,5,1,1,3,100,1.71428571428571,4,1.66666666666667,4.6,2.83333333333333,3.83333333333333,"Male","pg","natural",1,38,1,"yes",4,"istanbul","6to12months",5
"2933",2956,3,1,3,2,1,2,2,5,2,4,5,3,5,3,4,2,3,5,4,2,2,2,0,1,3,3,4,4,3,4,2,1,4,4,4,4,4,4,4,2,50,1,1,5,3,4,1,1,2,3,1,2,3,48,2,4,3,3.2,3.5,4,"Female","below_ug","natural",1,20,1,"no",4,"istanbul","more12months",2
"2934",2957,2,3,4,4,3,1,2,3,2,4,5,4,5,5,5,1,5,2,2,5,3,2,10,2,4,3,4,3,4,3,1,1,4,3,4,4,4,1,4,2,70,1,1,4,1,8,1,1,3,4,1,2,3,0,2.71428571428571,3.83333333333333,3.66666666666667,3.4,3.5,3.33333333333333,"Female","ug","natural",1,24,1,"no",6,"ankara","6to12months",2
"2935",2958,2,2,2,2,3,2,2,3,3,4,4,3,4,4,4,5,3,3,4,2,3,7,62,1,4,3,3,4,2,4,1,2,5,4,3,4,3,4,4,2,71,1,1,5,5,12,4,1,53,4,1,2,3,50,2.14285714285714,3.5,4.33333333333333,3,3.33333333333333,3.66666666666667,"Other","ug","natural",1,28,1,"no",2,"other","more12months",0
